,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
4161,6331-1,2016-08-11,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-08-13,2.98,5.84,2.86,23,1075.16,0.05,0.0,1191.52,0.83,1140.68
4162,6331-1,2015-09-12,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-09-17,1.94,3.08,1.14,23,11.88,0.07,0.92,10.73,0.99,11.93
4163,6332-1,2013-12-10,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Express Air,2013-12-12,156.5,300.97,144.47,28,6251.38,0.03,434.62,5514.58,7.18,5314.55
4164,6332-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-07-18,2.5,5.68,3.18,1,124.82,0.0,9.24,113.06,3.6,112.36
4165,6332-1,2016-12-17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,DrawIt Pizazz Watercolor Pencils,Office Supplies,Small Box,Regular Air,2016-12-19,1.76,2.94,1.18,8,112.0,0.01,4.48,107.52,0.81,108.82
4166,6332-1,2016-11-20,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,2016-11-21,1.31,2.84,1.53,11,69.9,0.06,2.39,63.58,0.93,64.59
4167,6332-1,2016-12-28,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Consumer,Samantha Chairs,Low,UGen Ultra Professional Cordless Optical Suite,Technology,Medium Box,Regular Air,2016-12-29,156.5,300.97,144.47,27,2459.68,0.01,417.2,2246.75,7.18,2246.75
4168,6332-1,2017-02-07,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 481 Labels,Furniture,Small Pack,Regular Air,2017-02-04,1.94,3.08,1.14,44,12.6,0.03,2.09,12.34,0.99,12.24
4169,6333-1,2016-03-29,Phillip Flatsman,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan 474 Labels,Technology,Small Box,Express Air,2016-03-29,1.84,2.88,1.04,32,21.8,0.01,0.24,21.65,0.99,22.24
4170,6333-1,2016-06-19,John Huston,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-06-20,2.5,5.68,3.18,38,153.36,0.0,4.6,148.76,3.6,152.36
4171,6333-1,2015-09-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Alto Keyboard-In-A-Box,Office Supplies,Small Box,Regular Air,2015-01-21,6.4,29.1,22.7,44,459.86,0.09,39.13,435.75,4.0,449.51
4172,6334-1,2016-09-26,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Not Specified,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,2016-09-26,60.59,100.98,40.39,6,309.6,0.09,18.58,297.62,7.18,290.08
4173,6334-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,1Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2016-01-14,3.4,5.4,2.0,38,63.32,0.02,4.53,62.99,7.78,62.79
4174,6335-1,2016-11-18,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016-11-24,0.94,2.08,1.14,48,80.36,0.0,8.25,74.67,2.56,79.45
4175,6335-1,2015-12-25,Art Miller,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Medium,HFX 6S Scientific Calculator,Office Supplies,Wrap Bag,Regular Air,2016-01-01,7.92,12.99,5.07,38,20799.52,0.03,425.99,2959.65,9.44,2740.35
4176,6335-1,2016-06-20,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2016-06-20,21.56,36.55,14.99,12,1242.7,0.1,124.27,1118.43,13.89,1132.32
4177,6335-1,2013-10-28,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Medium,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,2013-10-29,54.52,100.97,46.45,14,390.86,0.05,0.0,3022.84,7.18,3026.84
4178,6336-1,2015-08-12,Sylvie Gour,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Smiths Metal Binder Clips,Technology,Jumbo Drum,Delivery Truck,2015-08-14,1.6,2.62,1.02,13,114.66,0.04,4.59,116.59,0.8,116.93
4179,6336-1,2013-11-02,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Pack,Express Air,2013-11-03,3.52,5.68,2.16,7,119.6,0.05,11.98,118.32,1.39,128.85
4180,6336-1,2016-01-12,Nathan Gelder,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Medium,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Pack,Regular Air,2016-01-14,1.31,2.84,1.53,3,63.32,0.03,4.27,62.97,0.93,63.36
4181,6336-1,2014-11-01,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Critical,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2014-11-03,16.8,40.97,24.17,10,1059.77,0.1,101.79,1098.29,8.99,1012.76
4182,6336-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Express Air,2017-02-05,1.53,2.78,1.25,23,33.88,0.02,1.02,32.06,1.34,33.67
4183,6336-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2017-02-05,1.53,2.78,1.25,23,130.66,0.02,14.08,117.59,1.34,118.93
4184,6336-1,2016-06-20,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-06-21,1.53,2.78,1.25,42,130.66,0.05,13.07,117.59,1.34,118.93
4185,6336-1,2016-12-22,Macc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2016-12-22,1.18,1.88,0.7,32,35.72,0.09,2.14,33.58,1.49,35.07
4186,6336-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-11-16,3.75,7.08,3.33,18,305.44,0.02,0.0,397.64,2.35,300.27
4187,6336-2,2016-11-28,Matthew Grinstein,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Express Air,2016-11-29,1.6,2.62,1.02,47,76.6,0.1,1.41,74.37,0.8,75.47
4188,6337-1,2016-09-18,Fred Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Wirebound Voice Message Log Book,Office Supplies,Small Box,Express Air,2016-09-25,2.9,4.76,1.86,18,34.67,0.05,2.63,33.67,0.88,33.66
4189,6337-1,2016-06-19,John Huston,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,2016-06-20,1.18,1.88,0.7,16,35.77,0.03,4.69,33.56,1.49,35.86
4190,6339-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Pizazz Printer,Office Supplies,Wrap Bag,Regular Air,2016-09-23,315.61,500.97,185.36,27,92.5,0.0,7.62,89.96,69.3,71.95
4191,6339-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Wirebound Voice Message Log Book,Technology,Jumbo Drum,Delivery Truck,2016-04-26,2.9,4.76,1.86,37,76.84,0.0,3.79,64.95,0.88,75.65
4192,6339-1,2016-12-19,Monica Federle,"874 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Not Specified,Black Clarston,Office Supplies,Small Box,Regular Air,2016-12-21,4.19,10.28,7.24,37,32.02,0.03,2.24,32.76,2.75,31.35
4193,6339-1,2016-12-03,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,2016-12-05,21.56,35.94,14.38,40,2442.96,0.03,0.0,2442.96,6.66,2465.85
4194,6340-1,2016-02-13,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Low,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,2016-02-16,377.99,599.99,222.0,10,4272.76,0.1,42.55,3895.84,24.49,3925.66
4195,6340-1,2016-02-04,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-02-05,32.02,152.48,120.46,20,2163.16,0.06,49.07,2016.21,4.0,3196.2
4196,6340-1,2016-04-03,Christina Vanderzanden,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Small Business,Natasha Song,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2016-04-03,8.82,20.99,12.17,50,52.4,0.09,2.2,49.2,4.81,50.07
4197,6341-1,2015-08-14,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015-08-16,1.59,2.61,1.02,9,119.6,0.04,4.29,116.55,0.5,118.93
4198,6342-1,2016-08-05,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-08-06,1.53,2.78,1.25,7,11.86,0.09,0.14,11.36,1.34,11.64
4199,6342-1,2016-08-18,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2016-08-20,1.59,2.61,1.02,35,72.0,0.03,2.78,69.18,0.5,70.13
4200,6342-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016-07-02,13.88,22.38,8.5,48,201.42,0.01,6.04,195.38,15.1,210.48
4201,6342-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2016-07-02,13.88,22.38,8.5,2,201.42,0.01,6.04,195.38,15.1,210.48
4202,6342-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016-07-02,13.88,22.38,8.5,43,201.42,0.03,6.04,195.38,15.1,210.48
4203,6342-1,2016-09-17,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-09-19,4.79,11.97,7.18,45,630.68,0.04,26.73,570.47,5.81,539.74
4204,6342-1,2013-10-28,Meal Prost,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2013-10-29,54.52,100.97,46.45,11,6029.32,0.01,415.3,5507.95,7.18,5514.05
4205,6342-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2016-07-02,13.88,22.38,8.5,23,201.42,0.06,6.04,195.38,15.1,210.48
4206,6342-1,2016-07-05,Denise Monton,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2016-07-07,5.33,8.6,3.27,48,128.88,0.08,5.16,123.72,6.19,129.19
4207,6342-1,2016-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,2016-09-13,60.59,100.98,40.39,12,1075.64,0.1,31.37,1047.15,7.18,1055.74
4208,6342-1,2016-11-26,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-11-28,1.84,2.88,1.04,41,17.28,0.08,1.04,16.24,0.99,27.23
4209,6342-1,2016-08-15,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2016-08-20,3.75,7.08,3.33,30,135.0,0.09,12.15,122.85,2.35,130.63
4210,6342-1,2016-02-25,Art Miller,"8 Quay Street,Haymarket",Sydney,NSW,Small Business,Leighton Forrest,High,Apex Straight Scissors,Technology,Small Box,Regular Air,2016-01-21,5.19,12.98,7.79,42,242.7,0.05,25.26,232.74,3.14,231.06
4211,6342-1,2015-02-04,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,2015-02-06,0.24,1.26,1.02,26,62.35,0.07,3.72,58.13,0.7,59.95
4212,6342-1,2016-08-24,Jasper Cacioppo,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Express Air,2016-09-02,1.3,2.88,1.58,41,58.06,0.03,0.0,58.68,1.01,59.53
4213,6343-1,2016-12-08,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Low,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-12-10,5.19,12.98,7.79,8,426.72,0.09,42.55,495.05,3.14,499.05
4214,6343-1,2015-08-24,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2015-08-24,4.46,10.89,6.43,29,326.7,0.09,26.14,300.56,4.5,315.96
4215,6343-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2016-07-02,8.92,29.74,20.82,42,201.42,0.06,6.04,195.38,6.64,210.48
4216,6343-1,2016-08-18,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,2016-08-22,32.02,152.48,120.46,1,3735.7,0.04,140.65,3636.31,4.0,3307.2
4217,6343-1,2016-12-19,Nora Price,"Mecquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Low,TechSavi Cordless Navigator Duo,Office Supplies,Wrap Bag,Regular Air,2016-12-21,42.11,80.98,38.87,8,1052.74,0.05,10.35,1021.16,7.18,1028.34
4218,6343-1,2016-06-30,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Corporate,Phoebe Gour,Critical,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016-07-01,0.24,1.26,1.02,8,59.22,0.04,0.0,59.22,0.7,59.92
4219,6344-1,2016-02-04,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-02-05,4.46,10.89,6.43,37,205.32,0.01,8.04,196.98,4.5,192.93
4220,6344-1,2015-08-31,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,600 Series Non-Flip,Office Supplies,Small Box,Express Air,2015-09-01,19.78,45.99,26.21,21,2495.74,0.05,49.91,2445.83,4.99,2454.82
4221,6344-1,2016-01-17,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Express Air,2016-01-17,11.04,16.98,5.94,23,321.76,0.07,12.04,207.56,12.39,218.08
4222,6344-1,2015-09-25,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2015-09-27,1.94,3.08,1.14,7,45.76,0.08,3.66,32.76,0.99,33.03
4223,6344-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Express Air,2016-07-02,4.46,10.89,6.43,34,201.42,0.0,6.04,195.38,4.5,210.49
4224,6344-1,2016-06-30,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,TechSavi Internet Navigator Keyboard,Technology,Medium Box,Regular Air,2016-07-02,6.51,30.98,24.47,2,201.42,0.07,6.04,195.38,6.5,210.48
4225,6344-1,2016-10-23,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Beekin 105-Key Black Keyboard,Technology,Small Pack,Regular Air,2016-10-30,6.39,19.98,13.59,30,410.94,0.08,41.09,369.85,4.0,393.34
4226,6345-1,2016-12-10,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2016-12-14,8.82,20.99,12.17,29,46.62,0.04,1.4,45.52,4.81,45.06
4227,6345-1,2013-10-28,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,1726 Digital Answering Machine,Furniture,Large Box,Express Air,2013-10-29,8.82,20.99,12.17,7,30.86,0.02,0.0,30.96,4.81,30.56
4228,6345-1,2015-09-27,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,"Alto Parchment Paper, Assorted Colors",Technology,Medium Box,Regular Air,2015-09-27,4.59,7.28,2.69,9,459.88,0.08,17.5,451.16,11.15,462.11
4229,6345-1,2016-02-11,Ralph Knight,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Consumer,Charlie Bui,Critical,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Pack,Regular Air,2016-02-13,21.56,36.55,14.99,33,1065.22,0.05,63.59,1001.57,13.89,1001.3
4230,6345-1,2016-10-25,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2016-10-27,54.52,100.97,46.45,21,5868.48,0.05,246.16,5367.51,7.18,5375.59
4231,6345-1,2016-01-28,Noel Staavos,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Artisan Non-Stick Binders,Office Supplies,Wrap Bag,Regular Air,2016-01-30,2.74,4.49,1.75,39,51.42,0.06,5.14,49.28,1.49,50.28
4232,6345-1,2016-03-27,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-03-28,1.84,2.88,1.04,10,58.12,0.09,3.54,58.16,0.99,51.04
4233,6345-1,2015-12-31,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Corporate,Natasha Song,High,Smiths Colored Interoffice Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-01-01,19.83,30.98,11.15,13,2455.76,0.01,415.93,2244.75,19.51,2274.45
4234,6346-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2016-07-18,1.6,2.62,1.02,47,41.92,0.0,3.77,38.15,0.8,38.95
4235,6346-1,2016-05-08,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Pack,Regular Air,2016-05-12,13.88,22.38,8.5,48,384.0,0.08,40.32,364.38,15.1,398.36
4236,6346-1,2016-09-23,Alex Grayson,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,2016-09-25,377.99,599.99,222.0,31,2705.32,0.0,707.5,2790.55,24.49,2757.24
4237,6347-1,2016-10-19,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2016-10-21,5.33,8.6,3.27,50,636.52,0.02,57.24,512.36,6.19,523.07
4238,6348-1,2015-05-22,Daborah Brumfield,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Express Air,2015-05-23,216.0,449.99,233.99,9,3753.0,0.03,32.57,2758.69,24.49,2857.55
4239,6349-1,2015-02-02,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,2015-02-03,56.16,136.98,80.82,19,2419.96,0.09,69.2,2486.96,24.49,2394.65
4240,6349-1,2013-04-17,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2013-04-09,2.29,3.69,1.4,15,92.06,0.08,1.76,92.38,0.5,93.62
4241,6349-1,2016-07-05,Denise Monton,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,2016-07-07,2.26,3.58,1.32,10,128.88,0.01,5.16,123.72,5.47,129.19
4242,6349-1,2016-11-23,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,2016-11-25,18.38,29.17,10.79,3,381.76,0.0,26.71,373.65,6.27,398.33
4243,6349-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2016-07-07,2.26,3.58,1.32,30,128.88,0.09,5.16,123.72,5.47,129.19
4244,6349-1,2016-09-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,2016-09-03,3.5,5.74,2.24,1,123.72,0.05,22.14,121.76,5.01,123.27
4245,6349-1,2016-05-21,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2016-05-22,2.26,3.58,1.32,13,129.86,0.06,13.29,127.72,5.47,128.19
4246,6349-1,2016-09-18,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Low,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Express Air,2016-09-21,11.04,16.98,5.94,44,62.8,0.03,2.48,56.56,12.39,57.05
4247,6349-1,2016-07-05,Denise Monton,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Low,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2016-07-07,2.26,3.58,1.32,40,128.88,0.04,5.16,123.72,5.47,129.19
4248,6350-1,2015-01-17,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Small Business,Natasha Song,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2015-01-19,1.53,2.78,1.25,37,54.0,0.01,3.26,35.7,1.34,39.9
4249,6351-1,2016-12-10,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Consumer,Charlie Bui,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2016-12-12,4.19,10.23,6.04,41,188.46,0.01,7.45,192.63,4.68,189.42
4250,6351-1,2016-06-03,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Pack,Regular Air,2016-06-04,1.92,3.26,1.34,49,30.8,0.02,0.36,28.08,1.86,28.58
4251,6351-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-10-24,1.09,2.6,1.51,42,7.92,0.0,0.63,7.29,2.4,12.94
